slug,name,geography,url
/conservation-area/local-authority-eng/LBH/COA00000256,Ferndale Road (Jennings Estate) COA00000256,conservation-area:COA00000256,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000256
,,,
/conservation-area/local-authority-eng/LBH/CA47,Rosendale Road,conservation-area:CA47,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA47
/conservation-area/local-authority-eng/LBH/COA00000219,Rosendale Road COA00000219,conservation-area:COA00000219,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000219
,,,
/conservation-area/local-authority-eng/LBH/CA48,Hyde Farm,conservation-area:CA48,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA48
/conservation-area/local-authority-eng/LBH/COA00000263,Hyde Farm COA00000263,conservation-area:COA00000263,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000263
,,,
/conservation-area/local-authority-eng/LBH/CA49,Rush Common & Brixton Hill,conservation-area:CA49,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA49
/conservation-area/local-authority-eng/LBH/COA00000241,Rush Common & Brixton Hill COA00000241,conservation-area:COA00000241,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000241
,,,
/conservation-area/local-authority-eng/LBH/CA5,Stockwell Park,conservation-area:CA5,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA5
/conservation-area/local-authority-eng/LBH/COA00000252,Stockwell Park COA00000252,conservation-area:COA00000252,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000252
,,,
/conservation-area/local-authority-eng/LBH/CA50,Lambeth Walk & China Walk,conservation-area:CA50,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA50
/conservation-area/local-authority-eng/LBH/COA00000225,Lambeth Walk & China Walk COA00000225,conservation-area:COA00000225,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000225
,,,
/conservation-area/local-authority-eng/LBH/CA51,Mitre Road & Ufford Street,conservation-area:CA51,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA51
/conservation-area/local-authority-eng/LBH/COA00000193,Mitre Road & Ufford Street COA00000193,conservation-area:COA00000193,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000193
,,,
/conservation-area/local-authority-eng/LBH/CA52,Poet's Corner,conservation-area:CA52,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA52
/conservation-area/local-authority-eng/LBH/COA00000235,Poet's Corner COA00000235,conservation-area:COA00000235,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000235
,,,
/conservation-area/local-authority-eng/LBH/CA53,Peabody Estate - Rosendale Road,conservation-area:CA53,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA53
/conservation-area/local-authority-eng/LBH/COA00000268,Peabody Estate - Rosendale Road COA00000268,conservation-area:COA00000268,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000268
,,,
/conservation-area/local-authority-eng/LBH/CA54,Streatham High Road & Streatham Hill,conservation-area:CA54,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA54
/conservation-area/local-authority-eng/LBH/COA00000230,Streatham High Road & Streatham Hill COA00000230,conservation-area:COA00000230,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000230
,,,
/conservation-area/local-authority-eng/LBH/CA55,Oaklands Estate,conservation-area:CA55,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA55
/conservation-area/local-authority-eng/LBH/COA00000207,Oaklands Estate COA00000207,conservation-area:COA00000207,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000207
,,,
/conservation-area/local-authority-eng/LBH/CA56,Vauxhall Gardens,conservation-area:CA56,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA56
/conservation-area/local-authority-eng/LBH/COA00000271,Vauxhall Gardens COA00000271,conservation-area:COA00000271,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000271
,,,
/conservation-area/local-authority-eng/LBH/CA58,Sibella Road,conservation-area:CA58,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA58
/conservation-area/local-authority-eng/LBH/COA00000264,Sibella Road COA00000264,conservation-area:COA00000264,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000264
,,,
/conservation-area/local-authority-eng/LBH/CA59,Wandsworth Road,conservation-area:CA59,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA59
/conservation-area/local-authority-eng/LBH/COA00000202,Wandsworth Road COA00000202,conservation-area:COA00000202,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000202
,,,
/conservation-area/local-authority-eng/LBH/CA6,Brixton Road,conservation-area:CA6,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA6
/conservation-area/local-authority-eng/LBH/COA00000260,Brixton Road COA00000260,conservation-area:COA00000260,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000260
,,,
/conservation-area/local-authority-eng/LBH/CA60,Leigham Court Road (North),conservation-area:CA60,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA60
/conservation-area/local-authority-eng/LBH/COA00000236,Leigham Court Road (North) COA00000236,conservation-area:COA00000236,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000236
,,,
/conservation-area/local-authority-eng/LBH/CA61,Herne Hill,conservation-area:CA61,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/CA61
/conservation-area/local-authority-eng/LBH/COA00000159,Herne Hill COA00000159,conservation-area:COA00000159,https://digital-land.github.io//conservation-area/local-authority-eng/LBH/COA00000159
,,,
